Movie Title,Director Contribution ($),Genre Contribution ($),Cast Contribution ($),Gross Profit ($)
The Peanuts Movie,44160000.0,22080000.0,11776000.0,147200000.0
The Perfect Guy,12690000.0,12690000.0,5640000.0,42300000.0
The Perfect Match,1620000.0,1620000.0,432000.0,5400000.0
The Perks of Being a Wallflower,6120000.0,6120000.0,1632000.0,20400000.0
The Pirates! Band of Misfits,10200000.0,10200000.0,5440000.0,68000000.0
The Place Beyond the Pines,9600000.0,4800000.0,2560000.0,32000000.0
The Possession,19350000.0,9675000.0,12900000.0,64500000.0
The Purge,25890000.0,12945000.0,6904000.0,86300000.0
The Purge: Election Year,28680000.0,14340000.0,7648000.0,95600000.0
The Raid 2,630000.0,630000.0,168000.0,2100000.0
The Raid: Redemption ₪,2412000.0,2412000.0,643200.0,8040000.0
The Raven,1110000.0,1110000.0,296000.0,3700000.0
The Revenant,119400000.0,119400000.0,39800000.0,398000000.0
The Second Best Exotic Marigold Hotel,22800000.0,11400000.0,6080000.0,76000000.0
The Second Mother,660000.0,660000.0,293333.3333333333,2200000.0
The Secret Life of Pets,97485000.0,97485000.0,51992000.0,649900000.0
The Secret World of Arrietty,36780000.0,36780000.0,9808000.0,122600000.0
The Shallows,22860000.0,22860000.0,15240000.0,76200000.0
The Signal,-474000.0,-474000.0,-158000.0,-1580000.0
The Single Moms Club,2490000.0,2490000.0,664000.0,8300000.0
The Smurfs 2,72750000.0,36375000.0,19400000.0,242500000.0
The Spectacular Now,1320000.0,1320000.0,352000.0,4400000.0
The SpongeBob Movie: Sponge Out of Water,37410000.0,37410000.0,19952000.0,249400000.0
The Sweet Escape,-150000.0,-150000.0,-50000.0,-500000.0
The Theory of Everything,32610000.0,16305000.0,21740000.0,108700000.0
The Three Stooges,3720000.0,7440000.0,1984000.0,24800000.0
The Transporter Refueled,14280000.0,7140000.0,4760000.0,47600000.0
The Twilight Saga: Breaking Dawn – Part 2,212910000.0,106455000.0,56776000.0,709700000.0
The Vatican Tapes,150000.0,150000.0,40000.0,500000.0
The Visit,28050000.0,14025000.0,7480000.0,93500000.0
The Walk,4860000.0,4860000.0,1620000.0,16200000.0
The Watch,90000.0,90000.0,24000.0,300000.0
The Water Diviner,2490000.0,2490000.0,1106666.6666666667,8300000.0
"The Way, Way Back",0.0,0.0,0.0,0.0
The Wedding Ringer,17040000.0,8520000.0,4544000.0,56800000.0
The Witch,11220000.0,11220000.0,4986666.666666667,37400000.0
The Wolverine,88440000.0,44220000.0,23584000.0,294800000.0
The Woman in Black,34050000.0,17025000.0,9080000.0,113500000.0
The Woman in Black: Angel of Death,10170000.0,10170000.0,2712000.0,33900000.0
The World's End,7830000.0,3915000.0,2088000.0,26100000.0
The Young Messiah,-3390000.0,-3390000.0,-2260000.0,-11300000.0
Think Like a Man,25230000.0,12615000.0,6728000.0,84100000.0
This Is the End,14100000.0,14100000.0,7520000.0,94000000.0
This Is Where I Leave You,6450000.0,6450000.0,1720000.0,21500000.0
This Means War,27450000.0,13725000.0,7320000.0,91500000.0
Top Five,4230000.0,4230000.0,1128000.0,14100000.0
Top Gun 3D,102540000.0,102540000.0,27344000.0,341800000.0
Total Recall,22050000.0,11025000.0,5880000.0,73500000.0
Trance,1290000.0,1290000.0,344000.0,4300000.0
Transcendence,900000.0,450000.0,240000.0,3000000.0
Triple 9,1020000.0,510000.0,272000.0,3400000.0
Trouble with the Curve,-3300000.0,-1650000.0,-880000.0,-11000000.0
Trumbo,-2040000.0000000002,-2040000.0000000002,-544000.0000000001,-6800000.000000001
Truth,-1260000.0,-1260000.0,-336000.0,-4200000.0
Turbo,46680000.0,23340000.0,12448000.0,155600000.0
Tusk,-330000.0,-330000.0,-88000.0,-1100000.0
Unbroken,29520000.0,29520000.0,7872000.0,98400000.0
Unfinished Business,-6180000.0,-6180000.0,-1648000.0,-20600000.0
Unfriended,18929999.999999996,18929999.999999996,6310000.0,63099999.99999999
Vacation,11085000.0,11085000.0,5912000.0,73900000.0
Vampire Academy,-4380000.0,-2190000.0,-1946666.6666666667,-14600000.0
Veronica Mars,-750000.0,-375000.0,-200000.0,-2500000.0
Victor Frankenstein,-1740000.0,-1740000.0,-580000.0,-5800000.0
Wanderlust,-3240000.0,-3240000.0,-864000.0,-10800000.0
War Dogs,810000.0,405000.0,270000.0,2700000.0
War Room,21210000.0,21210000.0,5656000.0,70700000.0
Warcraft,82050000.0,41025000.0,21880000.0,273500000.0
Warm Bodies,24600000.0,12300000.0,6560000.0,82000000.0
What Maisie Knew,-345000.0,-690000.0,-184000.0,-2300000.0
What to Expect When You're Expecting,13320000.0,13320000.0,3552000.0,44400000.0
When the Game Stands Tall,4530000.0,2265000.0,1510000.0,15100000.0
Whiplash,13710000.0,13710000.0,4570000.0,45700000.0
Whiskey Tango Foxtrot,-1515000.0,-1515000.0,-808000.0,-10100000.0
White House Down,16500000.0,16500000.0,4400000.0,55000000.0
Wild,11250000.0,11250000.0,3750000.0,37500000.0
Winter's Tale,-8670000.0,-4335000.0,-2312000.0,-28900000.0
Wish I Was Here,-150000.0,-75000.0,-40000.0,-500000.0
Woman in Gold,15180000.0,15180000.0,4048000.0,50600000.0
Won't Back Down,-4080000.0,-4080000.0,-1088000.0,-13600000.0
Woodlawn,420000.0,420000.0,112000.0,1400000.0
World War Z,105000000.0,52500000.0,28000000.0,350000000.0
Wrath of the Titans,46590000.0,23295000.0,12424000.0,155300000.0
X-Men: Apocalypse,109980000.0,109980000.0,29328000.0,366600000.0
X-Men: Days of Future Past,164370000.0,82185000.0,43832000.0,547900000.0
You're Next,7740000.0,7740000.0,2064000.0,25800000.0
Zero Dark Thirty,27840000.000000004,27840000.000000004,7424000.000000002,92800000.00000001
Zhong Kui: Snow Girl and the Dark Crystal,10341000.0,5170500.0,2757600.0,34470000.0
Zoolander 2,1800000.0,1800000.0,480000.0,6000000.0
